,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgVal3,avgBand1,avgBand2,avgBand3,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
pp11,30.84858333333333,0.0035606167674219853,0.0001119426293563125,77.18737133270989,407.59163377030416,187.97291075968013,39.23313327660627,262.8438086436487,185.51475323140093,0.6993271507287886,30.821791668000003,122.18062730911072,330.40426243759424,219.61872301062394,222.07688053890325,36.271830183269216,66.73621414587936,54.16436959003609,6.213598816761332,50.93258929680092,30.464383962610146,12.571844555843256,15.803624849078435,642.4828263714718,1822.4487623179557,0.0,415.14231340964034,516.0014599351208,0.0,642.4828263714713,1822.4487623179557,2831.3483088076996,2.836844123552326,4.407133005853766,305.55849744523596,374.4972230816919,399.91617242463695,1.2261259044477337,1.3109113686723792,0.02112,0.17472400000000002,0.011388,0.0053164688,0.35059399999999996,80.2,0.3922560000000001,0.0005934408758623535,30.4,1.2010666666666663,0.48100000000000004,14.806000000000001,84.4,201.5802,190.429,24.323,17.4006,52.2,3236.976744041042,,0.0,6.0,6.0,1.2,1.2,0.8,0.8,0.4,1.0,1.4,1.2,1.2,1.0,1.2,1.2,1.2,1.2,96.0
pp12,31.9251625,0.010245912624843185,0.0003048057013900196,81.15702661073219,368.76701297352594,202.39278137808577,35.355455897665635,288.7555242437478,200.59278815472857,0.6050335926622702,31.899456250000004,95.0901229078631,287.6099863627936,166.37423159544005,168.17422481879728,35.59665671528704,72.21626596024808,58.770587610651674,8.278034985608745,54.13679691255179,36.61960924496103,13.4456783495964,18.079469047696286,620.7271888338602,1724.0307722868067,0.0,409.8975981170819,587.290800385826,0.0,620.7271888338603,1724.0307722868079,2725.433866582155,2.7810592453717584,4.396268788478654,314.9193502487393,402.81919477118237,415.78115463521465,1.282629911639835,1.3231172517841985,0.023552,0.154476,0.012604,0.0049447878,0.331706,64.0,0.351864,0.0005987838945598873,26.8,3.1488000000000005,0.6761999999999999,18.6632,69.6,156.3286,167.7088,30.000400000000003,19.882200000000005,44.6,2522.171454325563,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.8,1.2,1.4,1.0,1.2,1.2,1.2,1.2,1.2,1.0,103.0
pp13,46.87165,0.0012881863261126757,2.6879571181559025e-05,75.1816589119232,313.60096027416114,178.3218351455148,41.687352580939454,255.03661168270847,188.45537109346043,1.334344102519361,46.8452,16.40329364045789,238.41930136223792,135.27912512864629,125.14558918070061,36.76514042084373,61.44576951785787,48.2529635264679,4.098096098178705,45.8527157841703,24.68062909701414,13.192805991389957,15.593053733687569,618.4972988284333,1818.2729165376109,0.0,489.2054196581847,626.4776655505631,0.0,618.4972988284336,1818.2729165376113,2825.228046561684,2.9425575948644696,4.571185268694601,354.8335903622639,350.3252154082042,415.116611522531,0.987892608863031,1.1699729316636078,0.027450000000000002,0.200388,0.01494,0.0055838814,0.47599400000000003,133.4,0.5408820000000001,0.0006814583201810244,37.6,2.5322666666666658,0.5606,21.985599999999998,144.2,170.9456,174.15439999999998,27.362000000000002,18.576999999999998,86.8,1393.2129610077122,,0.0,4.0,4.0,0.8,1.0,0.6,0.4,1.0,0.8,1.4,0.6,1.0,1.2,1.0,1.2,1.0,0.8,82.0
pp14,44.20135416666667,0.01954706063180347,0.0004390079779989592,74.13859180335022,376.38782581938636,199.24123243274704,46.70882807472231,276.05896949937045,191.68135808558822,0.700693443628231,44.17567708399999,64.07690132161557,302.2492340160361,177.14659338663924,184.70646773379812,37.791843325691744,73.91507570893535,60.373942655361404,7.727701643934806,55.24716297708119,36.12323238324361,13.541133053573935,18.66791273185415,633.9679171347045,1890.0070712246857,0.0,418.2003893495054,601.8208203532604,0.0,633.9679171347045,1890.0070712246863,2936.407043739199,2.985607635311853,4.639185206892823,318.1693557598087,393.65632027941945,390.557507575495,1.2513269287140267,1.2378093289497363,0.023090000000000003,0.162188,0.012162000000000001,0.0050254588,0.359762,97.4,0.39543600000000007,0.0004039108275382877,38.0,3.3087999999999993,0.6489999999999999,24.12,101.4,212.46480000000003,206.39480000000003,26.6526,21.9426,59.0,4264.8511290490915,,0.0,6.0,6.0,1.2,1.4,1.2,1.0,1.4,1.4,1.2,1.2,1.2,1.2,1.4,1.2,1.4,1.4,114.0
pp15,96.60175833333334,0.014037840751783609,0.00015474049927834328,68.88781456215477,378.0757107136508,177.0884495171436,36.92658913039606,214.98330231641717,171.41954821383382,1.1630232170070542,96.575879166,83.80827507419,309.187896151496,200.9872611965072,206.65616249981696,35.54884825319071,71.87476809944229,55.5231303200181,7.594907854951731,50.26827890878681,36.32591984625158,16.351637779424216,21.606489190655488,646.4603089105829,1794.889834799922,0.0,430.3563878522771,559.8649477329247,0.0,646.4603089105835,1794.8898347999234,2816.1401840304334,2.7775693085471955,4.357671197072929,322.46012918868865,391.53655401501356,395.73052415982795,1.2140748582081968,1.227167618165954,0.0187,0.160716,0.009608,0.005657227999999999,0.467674,215.0,0.5024180000000001,0.00026282638390512066,93.6,2.5600000000000014,0.6156,56.6428,232.8,245.9808,230.68779999999998,26.691000000000003,19.904,136.8,9617.730007201793,,0.0,3.0,3.0,0.8,0.8,0.6,0.4,0.2,1.0,1.2,0.4,0.6,1.0,1.2,1.0,0.8,1.0,72.0
pp16,82.36235833333335,0.016466953307754977,0.00018965387759531312,72.38294608227034,392.551800713779,206.14917837325342,46.153921229932706,305.1996070780616,201.65418207504365,0.777097346169346,82.335554168,40.27117192780988,320.16885463150874,186.40262234052562,190.89761863873542,37.26727234857707,72.01155794641318,56.50713919098323,6.803677440348355,51.81164954150345,34.744285597836104,15.504418755429949,20.199908404909735,635.8367212912453,1823.0099614335263,0.0,405.81193648107484,511.8757540738694,0.0,635.8367212912464,1823.0099614335263,2876.043976060702,2.8693611723936625,4.52541697657711,311.33335441429415,359.08416768762,357.59913887532383,1.1539812387516044,1.1492107045251458,0.023437999999999997,0.172904,0.012458,0.004847191200000001,0.37711000000000006,212.2,0.43142800000000003,0.00030058489701590134,69.4,2.764799999999995,0.6744000000000001,46.77499999999999,224.2,220.0342,229.9626,32.129200000000004,21.622000000000003,144.0,8040.603355552518,,0.0,5.0,5.0,1.2,1.2,1.0,0.8,0.6,1.4,1.0,1.2,0.8,1.2,1.2,1.2,1.4,1.2,98.0
pp17,83.59337083333334,0.008574405195822084,9.700663910785354e-05,69.76709547764524,399.77116808013,195.61975251353516,62.89726738771985,289.4964201280661,206.07644485656255,1.1472561731383755,83.567310418,103.73168529684843,330.0040726024848,204.1514155665949,193.69472322356745,36.69425246919433,68.84214130181246,53.6536841628578,6.1447624338421765,49.71153177946139,32.14788883261812,15.188457138954655,19.130609522351072,645.5990297793311,1791.237603569281,0.0,477.81741972783357,572.7959234060773,0.0,645.5990297793311,1791.2376035692807,2906.9258044477524,2.775041446684227,4.503462840003276,367.09656242318084,404.71955301670266,399.7698283380866,1.103605292819021,1.0896796440861416,0.025666,0.18252600000000002,0.013870000000000002,0.0050989642,0.45494399999999996,202.8,0.52918,0.0002724444072860899,71.4,4.563200000000003,0.6488,46.884,214.8,231.03119999999998,248.00699999999998,33.24,28.241200000000003,120.6,9435.57214835909,,0.0,5.0,4.0,1.0,1.0,0.8,0.8,0.4,1.2,1.2,1.0,1.0,1.0,1.2,1.2,1.2,1.0,92.0
pp20,40.0594375,0.0032500529712609326,8.430803807611906e-05,73.52465744053745,386.42896844093264,198.47039540222028,60.20662275910696,361.3903101211446,216.234073315571,1.0268677818090075,40.033468748,94.49581988529015,312.9043110003952,187.95857303871236,170.19489512536163,36.78147365026415,66.84110905398254,53.16269777199268,6.196915315054399,48.45744200497756,30.059635403718392,13.678411281989861,18.38366704900498,594.4983721578843,1848.1192014238532,0.0,507.77383612900405,725.9952795487276,0.0,594.4983721578838,1848.119201423852,2897.0606584343136,3.113351368524485,4.879947928670231,376.7164065920511,362.6485335055624,408.7361721280539,0.9629402759965039,1.0867118917795957,0.035372,0.17391600000000002,0.019398,0.0050769526,0.431116,86.4,0.47519799999999995,0.0005312555486684455,31.8,5.378133333333334,0.7162,22.255000000000003,95.4,213.3092,228.0464,37.5632,35.709599999999995,52.0,1649.8446470127067,,0.0,3.0,3.0,0.8,0.8,0.6,0.6,0.2,1.0,1.2,0.6,0.6,1.0,0.8,0.8,1.0,0.8,69.0
pp21,48.23665416666667,0.0060557989544933665,0.00013189058614710813,75.48953566342729,395.93547721558105,212.9144947332908,43.597198134724145,272.1896282031659,204.7058735372928,0.6925927817274921,48.210827084,84.53879184466409,320.4459415521537,183.02098248229024,191.22960367828824,36.1171167877428,68.1049979498475,54.51365047875595,6.370056502117145,51.05320638657793,31.987881162104696,13.591347471091552,17.051791563269575,669.4319393581719,1868.329694850387,0.0,446.06319256671225,531.6192652275024,0.0,669.4319393581725,1868.3296948503878,2939.3408616098195,2.7918001077500563,4.391436591515142,320.8811391217184,418.82482738692835,379.8282182971523,1.3063530875022158,1.1839072442225222,0.020838000000000002,0.16383399999999998,0.011238000000000001,0.0046987522000000006,0.36163599999999996,108.8,0.39336,0.0003649190406258936,47.8,1.9242666666666668,0.5227999999999999,25.0346,117.2,206.2228,219.5532,28.406199999999995,19.716200000000004,70.6,4679.878617945369,,0.0,5.0,5.0,1.0,1.2,1.0,0.8,0.2,1.2,1.2,0.8,1.2,1.2,1.2,1.0,1.2,0.6,90.0
pp22,63.24252083333333,0.00550490827790151,8.684724520105223e-05,67.50150389772861,384.32975523057667,170.08490486141713,51.27477599543024,314.5020473507493,173.06014285323226,1.2165266136319506,63.215635418,51.02366449156096,316.828251332848,214.24485036915948,211.26961237734434,36.40996178084913,67.9653567437025,52.981234225464604,5.888834272783887,49.392856673182195,31.55539496285336,14.984122518237887,18.572500070520306,617.2397635097454,1832.6399756135088,0.0,446.70355052801324,585.598085057844,0.0,617.2397635097452,1832.6399756135093,2814.6332566901974,2.969156717713295,4.560116884795166,337.57542169107626,366.21120416845423,422.0028272474363,1.0850420476221232,1.2504012478173103,0.027880000000000005,0.189934,0.015064,0.0058633209999999995,0.456144,173.2,0.541524,0.00040012394389070394,58.0,2.474666666666669,0.5934,34.45719999999999,183.4,214.62759999999997,223.35920000000002,34.8454,26.373800000000006,99.6,8394.993418049202,,0.0,5.0,5.0,0.8,1.0,0.6,0.8,1.0,0.6,1.2,0.8,1.2,1.4,1.4,1.2,0.8,0.8,87.0
pp24,34.5683625,0.008851138871184471,0.00024945431230864577,81.79561056370571,401.68731724032295,214.98952026550108,40.85137799655608,280.2613892277122,207.97092008193437,0.6641714539774495,34.541681249999996,28.839334986511723,319.8917066766173,186.69779697482184,193.7163971583886,37.52862153347511,71.05293604772032,57.84411430073535,7.367982100608302,53.82944364995537,33.52431451424521,13.208821746984976,17.223492397764954,635.9766258924717,1868.4598335685891,0.0,392.6869847696425,559.6614793008702,0.0,635.9766258924719,1868.459833568589,2913.000700727111,2.940268982461002,4.5830825269630076,312.1791241505981,380.8011257361489,380.25268808154806,1.2230214968594662,1.2234625983709684,0.02363,0.16939400000000002,0.01248,0.0046644474000000005,0.35564000000000007,72.2,0.34102,0.0005452113897841756,29.6,1.6395104166666656,0.5392,15.878800000000002,76.8,211.9602,205.9958,27.288999999999998,17.691399999999998,51.4,2563.1548024058843,,0.0,6.0,6.0,1.2,1.4,1.2,0.8,1.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,109.0
pp25,88.706625,0.021836526930239054,0.00023367767779840218,71.68331605830285,402.09214780699995,193.40797973497723,61.32550789086788,443.9374055931542,200.68654456927547,1.2881114934169522,88.679562498,110.19812195505833,330.408831748697,208.68416807202271,201.40560323772448,35.191046493559,73.88032111948027,57.52440686799194,7.711887724929729,52.97936000722224,38.68927462592128,16.355914251488333,20.900961112258045,639.2722475928435,1803.2652282489883,0.0,381.0323658807078,447.82717575357947,0.0,639.2722475928437,1803.2652282489878,2870.445784584676,2.822659247303147,4.492873703285939,306.5544752856351,357.62872267340356,375.08258025997355,1.1686072302085129,1.224497463348218,0.03285,0.18416000000000002,0.017211999999999998,0.005159051400000001,0.45949799999999996,280.2,0.53704,0.00034906902712430977,88.2,2.8863999999999996,0.5858000000000001,53.2912,304.4,301.13599999999997,277.7906,42.936,37.272,165.2,13943.60069154962,,0.0,5.0,5.0,0.8,1.4,1.0,0.8,0.2,1.2,0.4,0.8,0.8,1.2,1.2,1.0,1.2,1.0,88.0
pp27,50.88319166666666,0.007417044776930321,0.000125570024203573,71.21697782800761,362.10984129941914,180.2510191087748,33.82202184273654,226.0476395730288,176.67269122619763,0.9516630583450836,50.857220833999996,75.52136294862926,290.89286347141154,181.8588221906444,185.43715007322152,35.515756163149035,70.40645932256079,54.33827292304885,6.716087515954236,49.87143555125274,34.89070315941176,16.06818639951194,20.535023771308058,650.0684175691661,1837.845582162782,0.0,442.5625818146779,557.1768607483558,0.0,650.0684175691661,1837.8455821627817,2776.8966735341883,2.8300311784427272,4.276118767481937,312.3001122757073,358.7593705925975,384.7163022129765,1.1504585346758343,1.231467669278914,0.019611999999999997,0.17808000000000002,0.01032,0.005561493799999999,0.427614,124.0,0.460518,0.00047129804305388504,44.2,3.144354166666665,0.6418,29.258,128.2,193.8074,165.5526,29.5214,13.830000000000002,88.0,4037.4027230970446,,0.0,4.0,4.0,0.6,1.0,0.8,0.8,1.0,1.0,1.2,0.8,0.8,0.8,1.2,1.2,1.0,0.6,84.0
pp29,58.57619166666667,0.00985848902730892,0.00016756963910284813,73.87854752218811,389.68510264277774,197.25495224017715,41.802859667379906,223.15719622620298,190.89923502060446,1.2789552218562306,58.54934583399999,48.81293442480303,315.8065551205896,192.43015040260062,198.78586762217327,35.30033092470425,71.9404855543116,55.29697044175507,7.101454761857781,49.00676326782895,36.64015462960735,16.64351511255652,22.933722286482645,642.8332381897093,1811.0739241689375,0.0,442.8840550677608,636.7654648694919,0.0,642.8332381897089,1811.073924168937,2785.823045157887,2.8194639511408726,4.336582181657407,332.4274211402016,384.92215771650547,452.42404722831395,1.1588484055427697,1.3616144195978868,0.022004000000000003,0.16428199999999998,0.011548,0.0050815308,0.46062200000000003,147.2,0.46696599999999994,0.0004677440521718733,48.2,4.049987500000001,0.8210000000000001,35.577999999999996,161.8,187.77939999999998,223.413,23.419800000000002,12.8488,104.0,5797.689203246906,,0.0,6.0,6.0,1.2,1.2,0.8,0.8,0.2,1.0,1.2,1.2,1.4,1.2,1.4,1.2,1.2,1.4,102.0
pp30,38.977662499999994,0.0015589455888315568,3.2754126567293645e-05,74.61731581713137,365.01853054879155,177.37173163827822,59.50624594189931,210.35767878681446,182.23101529774758,3.4991130359523495,38.950706248,87.9604786846204,290.40121473166016,187.6467989105133,182.78751525104397,35.46709865974166,65.02438121894747,47.73784215823268,4.4642069649720915,42.86594744881207,29.55728255920581,17.28653906071479,22.158433770135403,685.2110430909759,1870.2083795224025,0.0,607.6215595103179,628.6793399428295,0.0,685.2110430909764,1870.2083795224019,2898.6746448255662,2.736434569942316,4.242543210503807,372.7128110773742,324.0180531378046,401.1190068242763,0.8701873006888816,1.0767696951647774,0.026238,0.198988,0.01432,0.005736540400000001,0.656954,71.0,0.6858759999999999,0.0012284875810196472,23.4,4.921600000000002,1.2404,27.538600000000002,77.2,199.4832,200.12459999999996,25.9178,23.567999999999998,41.8,958.1673126108672,,0.0,2.0,1.0,0.6,0.4,0.2,0.6,0.8,0.8,1.4,0.8,0.2,0.6,0.8,0.6,0.6,0.4,59.0
pp31,80.53269583333334,0.01920879559027962,0.00022706387566214645,81.32370476159039,393.9758815840616,222.77532703691637,42.681063658577116,265.3290971648503,218.63419470241962,0.939635593810514,80.506347916,18.293597483254878,312.65217682247135,171.2005545471453,175.3416868816421,35.20476780715742,73.67148838576392,57.42490860851294,8.571587599770348,51.25843728099255,38.46672057860651,16.246579777250986,22.413051104771377,665.1596497488715,1895.9879927267089,0.0,496.905541808002,571.4459449300616,0.0,665.159649748872,1895.987992726711,2925.032526342961,2.853331170072704,4.402552628382222,349.4073271349747,364.7731637128532,385.6131240017404,1.0465194286708848,1.1052988187853416,0.021443999999999998,0.149736,0.011276,0.004487893000000001,0.44000000000000006,164.2,0.45053800000000005,0.00027828465669969734,55.6,4.8469333333333315,0.8392,45.431000000000004,177.6,212.651,186.26979999999998,31.958199999999998,18.7528,121.8,5599.914020886424,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.6,1.2,1.4,1.2,1.2,1.2,1.4,1.2,1.2,1.4,106.0
pp32,48.512233333333334,0.019297301173326557,0.00037810964951208914,72.69773230890627,407.4493766986626,180.05165046326582,38.214869699895736,274.2422322418645,171.129052466114,0.9194631770189602,48.486116666,24.634374177593894,334.75164438975634,227.3977262353968,236.32032423254864,35.376901132366505,73.90178663974554,59.06804051608303,7.973586676315909,54.00418565622626,38.52488550737904,14.833746123662513,19.89760098351928,606.3334685073066,1776.8763047859043,0.0,385.3250397364839,541.0128754644612,0.0,606.3334685073079,1776.8763047859034,2754.644890317825,2.9349287826585613,4.549293087782777,301.73581201541293,374.80687409563933,391.4353963936821,1.2457040227058465,1.301541397067449,0.023504000000000004,0.175946,0.012052,0.0055534892,0.408122,126.0,0.44827199999999995,0.0004143887286898884,41.4,2.8501333333333343,0.6848,28.406799999999997,132.8,248.7638,207.1474,26.573400000000003,19.327199999999998,81.2,5182.5469447629,,0.0,6.0,7.0,1.4,1.2,1.2,0.8,1.2,1.4,1.4,1.0,1.2,1.2,1.4,1.2,1.2,1.2,111.0
pp33,57.48952916666667,0.020156188454760315,0.00031425061241393355,75.58278624794306,394.86281938114223,229.2976369664096,49.742765485250075,314.16000328108555,221.4792925010685,0.6382973730003025,57.462889584,61.82280624184567,319.28003313319914,165.56518241473256,173.3835268800737,34.89998197643808,73.82295143736899,58.74382276811324,8.159109518301506,53.51442717162081,38.922969460930915,15.079128669255756,20.308524265748197,682.7117856764459,1901.699405377179,0.0,392.15668949960894,518.0040996380336,0.0,682.7117856764451,1901.699405377179,2883.2679357601933,2.786577914109522,4.225820213643074,315.23894670818044,353.70759500098046,373.3831311645267,1.1254260173614525,1.1862620357378213,0.020004,0.157594,0.010468,0.004361978599999999,0.345778,125.0,0.321886,0.00042172475418163316,46.0,3.0762666666666667,0.7228,33.017,134.4,227.17260000000002,192.2004,33.244,18.5434,84.6,5003.888092054912,,0.0,6.0,6.0,1.4,1.2,1.2,0.8,1.0,1.4,1.4,1.2,1.2,1.2,1.4,1.2,1.4,1.2,111.0
pp34,125.4549125,0.011557437334710267,8.938728873110869e-05,65.67708334611373,358.9238704832299,181.5307226477345,41.00279490085673,262.0005022488386,173.20881002842592,0.97077805976124,125.42808124999999,71.6613124219978,293.24678713711614,177.39314783549537,185.71506045480402,34.92748841374397,69.0528894953589,53.413696966606516,6.626793264284807,48.967917697289224,34.12540108161492,15.63919252875237,20.084971798069667,647.1940375689876,1824.2803040063911,0.0,462.83754130514524,588.1733604318728,0.0,647.194037568989,1824.2803040063905,2820.852525096548,2.8199483352669246,4.360488419990848,357.2211320034434,370.9512634091282,389.99209909797503,1.0386206524218042,1.0918973206482374,0.025972000000000002,0.18212799999999998,0.013704,0.0055102214,0.431672,307.2,0.48469999999999996,0.0003036792641539183,105.6,3.778133333333332,0.7118,75.66839999999999,333.4,199.671,182.8732,25.860000000000003,19.9688,198.0,13553.79698644871,,0.0,6.0,6.0,1.2,1.2,1.2,0.8,1.0,1.4,1.4,1.0,1.0,1.0,1.2,1.2,1.2,1.2,104.0
pp35,36.228541666666665,0.010179181609962448,0.0002658547238577573,85.57475548895061,365.7336878829942,210.91460090449232,43.89082522194589,235.11402142105948,205.56745306910398,1.2974217586829635,36.202395834,45.799724303326755,280.15893239404363,154.81908697850196,160.1662348138903,35.4093935412229,71.38723980294176,56.60413033503422,7.387141683456972,50.5040391235194,35.977846261718874,14.78310946790754,20.88320067942236,664.7783337985438,1827.6524737990997,0.0,457.09769915603874,560.8040882261311,0.0,664.7783337985446,1827.652473799101,2833.6369355780503,2.7534877989634774,4.270699152790888,312.45568298349065,369.39577818137667,389.10875417582304,1.1917767722242822,1.2487927388632794,0.019046,0.16270199999999999,0.01031,0.004743607,0.45971799999999996,80.6,0.42289200000000005,0.0008208123158063012,29.4,2.432,0.8782,19.871,84.0,179.4184,186.77720000000002,24.9166,22.005000000000003,51.4,3281.199826746638,,0.0,6.0,7.0,1.4,1.2,1.0,0.8,1.0,1.2,1.4,1.0,1.2,1.2,1.2,1.2,1.4,1.0,106.0
pp37,36.09855833333334,0.008001186387149695,0.00019083658983615675,71.55171820885967,388.9219449031222,193.7419092507377,46.83770855986023,338.0478951756592,190.3172066745408,0.9059053362910234,36.071154168,62.136820342044835,317.37022669426256,195.18003565238445,198.60473822858143,35.106186684045284,70.33921389813014,56.32793116065934,7.498075436536405,52.57381175388507,35.233027214084856,14.011282737470799,17.765402144245066,651.5907147682533,1843.9941351928385,0.0,442.0994870594992,528.30305294034,0.0,651.5907147682534,1843.9941351928387,2904.2569869291665,2.831105664513831,4.459067513649995,330.4849965914115,360.2715847924227,380.66151358563275,1.0936364415148563,1.1533336750392826,0.023957999999999997,0.16576200000000002,0.012629999999999999,0.0051586874000000005,0.4029,92.0,0.4301380000000001,0.0006092310705317955,31.2,1.6510312499999997,0.575,18.253400000000003,97.2,231.502,207.76859999999996,37.415,26.1406,57.2,4020.476139523952,,0.0,5.0,5.0,1.2,1.2,1.0,0.8,0.8,1.2,1.4,1.0,1.0,1.2,1.4,1.2,1.2,1.4,102.0
pp42,50.07653333333333,0.013079315687696606,0.00025554689334913555,70.82862482535555,365.9864477176116,101.97067904436683,34.236326803576084,197.36783257168486,93.662984168937,1.1080211900319248,50.049516666,86.10870252805566,295.1578228922561,264.01576867324485,272.3234635486746,35.94510666282997,71.03148286784514,58.0442767002904,8.51426583290308,52.36992743897745,35.08637620501517,12.987206167554742,18.661555428867693,648.632430843614,1781.5214807849472,0.0,452.5149232552062,537.2279792600089,0.0,648.632430843615,1781.5214807849502,2878.1613265342316,2.7500549828949503,4.4420434383331004,349.62506896369695,399.2365378561113,410.3223995981899,1.1445637826293766,1.1751064290838182,0.023858,0.18082600000000001,0.012337999999999998,0.0098564734,0.45598399999999994,125.2,0.47508999999999996,0.0004963644576400734,41.4,4.349866666666665,0.6812,29.2582,128.6,274.38620000000003,260.169,24.9978,22.9748,68.2,6062.683117136577,,0.0,7.0,7.0,1.4,1.4,1.0,0.8,1.4,1.2,1.4,1.2,1.4,1.4,1.4,1.4,1.4,1.4,118.0
pp43,24.55592083333333,0.0030485116697809038,0.00012082013903414371,67.08834141013553,351.45471985298553,102.17182151519538,45.471321102836484,307.36963485761015,86.59637891502368,1.3478590605472796,24.529210418,77.98905970270377,284.3663784428501,249.2828983377902,264.85834093796194,36.19963044220465,66.03103010566626,54.74508162194174,6.728399787247343,50.60379163030251,29.831399663461603,11.285948483724507,15.427238475363742,633.8200957791998,1755.3963853427,0.0,439.4455133837956,523.5964171457616,0.0,633.8200957791998,1755.3963853427006,2712.945556558205,2.7701272894888165,4.281158842076093,299.29199863971155,380.7106234658687,414.7508790746131,1.2748014887176355,1.3860321987587585,0.029803999999999997,0.188836,0.015828,0.0098867746,0.474388,73.2,0.50799,0.0010176549869826922,23.0,1.4762666666666677,0.5008,11.4278,77.6,247.993,258.84540000000004,34.2954,33.9656,42.6,3517.6482216200297,,0.0,6.0,6.0,1.2,1.4,1.0,0.8,0.8,1.2,1.4,1.2,1.2,1.2,1.2,1.4,1.4,1.0,106.0
pp44,86.2821875,0.005427888272105095,6.001661661881563e-05,66.20930437306518,357.0616675822574,163.06775608922857,85.72306560810821,337.6327324200554,131.89723754728226,2.8751903240595302,86.255468748,54.94589074994548,290.8523632091923,193.99391149302883,225.1644300349752,34.25136116358014,67.92089925078203,51.69610155191672,6.825509798107651,45.80424429164289,33.669538087201886,16.224797698865324,22.116654959139147,681.0341663334904,1889.885681950485,0.0,573.9138366081049,761.1081759117295,0.0,681.0341663334908,1889.8856819504847,2901.4281356510824,2.7781247299128227,4.265665472232422,371.6389143752277,399.72196921431106,469.9046517742557,1.0767836300939158,1.26523421857203,0.048344,0.21823800000000002,0.025688,0.006393421200000001,0.627486,211.8,0.71002,0.0005774296666048922,59.8,6.1184,0.8908000000000001,52.241200000000006,225.8,253.94539999999998,239.86039999999997,45.364,48.8142,107.2,11872.354715750782,,0.0,5.0,4.0,0.8,1.2,0.4,0.4,0.4,0.8,1.2,0.4,1.2,1.2,1.2,1.2,1.0,1.0,84.0
pp45,39.30947916666666,0.015214027361884166,0.00036169605541894634,72.34599199506754,345.6423037441621,122.92168392052766,34.33399809641215,267.11211744449713,112.86355521709875,0.672627040810826,39.282239586,69.73363160451812,273.2963117490945,222.72061982363448,232.77874852706336,34.62271445339089,72.64171811718116,59.48185767467446,8.598767460444872,55.70146043886889,38.019003663790265,13.159860442506695,16.94025767831227,592.3201886290324,1815.1753286679625,0.0,397.4955615329576,541.1541898415837,0.0,592.3201886290319,1815.175328667962,2773.492684478677,3.076397761575589,4.699262987909585,318.85975605275735,374.44527941173146,430.05340533868673,1.1812969906158106,1.3559470130895495,0.026238,0.185682,0.01426,0.0081913608,0.35013599999999995,100.2,0.350698,0.0005003387217801475,35.8,1.3418666666666685,0.4822,17.021,105.4,230.7826,221.4378,27.669800000000002,23.691000000000003,64.6,4103.0890370280995,,0.0,7.0,7.0,1.4,1.4,1.0,0.8,1.4,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.2,1.4,113.0
pp47,26.340833333333336,0.0014300357875821645,4.917982750742559e-05,85.09994855366547,318.45657118236204,123.77416234644622,32.2404890866636,140.20027865494234,113.03072954976842,1.39304633135362,26.314791666,46.701653135085486,233.35662262869658,194.68240883591585,205.42584163259366,34.995554411928914,66.07854928630523,50.422376106450805,5.974431712231057,45.36011434646169,31.08299487437633,15.656173179854434,20.71843493984354,716.5956439550766,1874.2920360597795,0.0,614.6607286785129,704.0752676019856,0.0,716.5956439550771,1874.2920360597805,2936.9419217941495,2.617437973626963,4.10143744428383,391.77936828112394,432.57052792835145,450.8959762314331,1.1062872219035345,1.1514412316147558,0.020342,0.185044,0.011042,0.0081102638,0.525502,55.0,0.502908,0.0010257103807829737,20.2,1.8112000000000001,0.7096,14.559999999999999,55.6,175.703,152.9844,16.9922,11.9568,39.6,1053.3564717984516,,0.0,4.0,3.0,0.8,1.0,0.6,0.6,0.2,0.8,1.2,0.6,1.0,0.8,0.8,1.0,1.2,0.6,70.0
